created_at,full_text,location,sentiment,clean_text,text_len
2024-03-22 01:19:46+00:00,Minggu ini pejabat saya telah menolong ramai untuk daftar dalam PADU. Jika anda belum dan memerlukan bantuan sila datang ke pejabat saya Sabtu minggu ini (23 Mac 2024). Pendaftaran PADU akan ditutup pada 31 Mac 2024. #padu https://t.co/CezKjMCvxT,Perak,1,minggu ini pejabat saya telah menolong ramai untuk daftar dalam padu jika anda belum dan memerlukan bantuan sila datang ke pejabat saya sabtu minggu ini 23 mac 2024 pendaftaran padu akan ditutup pada 31 mac 2024 padu,37
2024-01-05 07:05:51+00:00,Para penganalis ekonomi digital seluruh dunia meletakkan pembinaan pengkalan data sebagai satu keperluan utama untuk dunia yang serba canggih. https://t.co/UJ68fiaUjM,Selangor,2,para penganalis ekonomi digital seluruh dunia meletakkan pembinaan pengkalan data sebagai satu keperluan utama untuk dunia yang serba canggih,19
2024-01-01 03:02:10+00:00,Data memang dah ada tetapi bersepah di setiap agensi kerajaan. Dan sebenarnya ada sebilangan besar rakyat yang data mereka tidak lengkap atau tidak cukup. Jadi PADU ini ada dua benda nak kena setel pada peringkat awal: 1. Satukan semua data dari pelbagai agensi ke dalam satu https://t.co/JWEZ1y9fo3,Selangor,2,data memang dah ada tetapi bersepah di setiap agensi kerajaan dan sebenarnya ada sebilangan besar rakyat yang data mereka tidak lengkap atau tidak cukup jadi padu ini ada dua benda nak kena setel pada peringkat awal 1 satukan semua data dari pelbagai agensi ke dalam satu,46
2024-11-07 03:39:23+00:00,Aduhhh susah laa jenis susah faham apa fungsi PADU PADU tu pangkalan data utama dekat situ boleh tau sapa yg layak je bang bukannya satu platform utk mensalurkan segala bantuan bang kalau melalui acc ni tk practical sgt sebab setiap orang penggunaan petrol tk sama bang,Selangor,2,aduhhh susah laa jenis susah faham apa fungsi padu padu tu pangkalan data utama dekat situ boleh tau sapa yg layak je bang bukannya satu platform utk mensalurkan segala bantuan bang kalau melalui acc ni tk practical sgt sebab setiap orang penggunaan petrol tk sama bang,46
2024-03-18 08:17:58+00:00,Selangor mencatat bilangan tertinggi dengan 1 282 kawasan masih belum diliputi sistem itu. Baca berita penuh di portal Media Variasi. https://t.co/2sHmRgtW1P #PADU #MalaysiaMADANI https://t.co/NJrAhPbUr5,Selangor,2,selangor mencatat bilangan tertinggi dengan 1 282 kawasan masih belum diliputi sistem itu baca berita penuh di portal media variasi padu malaysiamadani,22
2014-06-09 16:52:55+00:00,@azizanzulkar9 tak.. maybe ada kebocoran data di pengkalan utama,Selangor,0,tak maybe ada kebocoran data di pengkalan utama,8
2024-01-02 03:46:26+00:00,Hadir Majlis Pelancaran Pangkalan Data Utama #PADU dirasmi oleh #PMX DS @anwaribrahim di PICC #Putrajaya. Juga hadir Forum Memacu Peralihan Melalui PADU oleh 3 tokoh. Tahniah Kementerian Ekonomi YB @rafiziramli &amp,Johor,1,hadir majlis pelancaran pangkalan data utama padu dirasmi oleh pmx ds di picc putrajaya juga hadir forum memacu peralihan melalui padu oleh 3 tokoh tahniah kementerian ekonomi yb amp serta agensi berkaitan yg siapkan padu utk rakyat,37
2024-03-21 04:39:07+00:00,Assalamualaikum dan Salam Sejahtera. JEMPUTAN KE SESI TOWNHALL PECUTAN AKHIR PENDAFTARAN PADU Tarikh tutup untuk orang ramai mengemaskini maklumat peribadi dalam Pengkalan Data Utama (PADU) akan berakhir pada 31 Mac ini. Bagi memastikan hebahan kepada orang awam khususnya https://t.co/RdeaoGdT6m,Selangor,1,assalamualaikum dan salam sejahtera jemputan ke sesi townhall pecutan akhir pendaftaran padu tarikh tutup untuk orang ramai mengemaskini maklumat peribadi dalam pengkalan data utama padu akan berakhir pada 31 mac ini bagi memastikan hebahan kepada orang awam khususnya,38
2024-02-07 02:42:57+00:00,Dah bulan Februari tapi masih ramai yang risau untuk mendaftar di sistem Pangkalan Data Utama (PADU)? Kali ini biar Tok Mie @suhaimisulaiman yang terangkan pula - #REPOST @RTM_Malaysia #PangkalanDataUtama #PADU #Madani #KLfm972 https://t.co/lvCLpaInRb,Selangor,0,dah bulan februari tapi masih ramai yang risau untuk mendaftar di sistem pangkalan data utama padu kali ini biar tok mie yang terangkan pula repost pangkalandatautama padu madani klfm972,29
2023-07-17 11:09:26+00:00,Pengkalan data utama dah siap ke bai. Gila la dah update,Selangor,2,pengkalan data utama dah siap ke bai gila la dah update,11
2024-01-04 17:10:05+00:00,PADU adalah Pengkalan Data Utama yang diintergrasikan dengan semua matlumat yang ada dalam agensi-agensi kerajaan https://t.co/HDzX4wvnoj,Selangor,1,padu adalah pengkalan data utama yang diintergrasikan dengan semua matlumat yang ada dalam agensiagensi kerajaan,15
2024-03-23 22:32:31+00:00,Kardah 2008 ni terlalu general. Kerajaan gagal untuk kenal pasti siapa yg benar-benar layak untuk dapat subsidi. 2024 Kerajaan Madani cuba lagi sekali. Tapi keadah penyasaran dibuat menggunakan data Pengkalan Data Utama (PADU) yang lagi menyeluruh &amp,Selangor,0,kardah 2008 ni terlalu general kerajaan gagal untuk kenal pasti siapa yg benarbenar layak untuk dapat subsidi 2024 kerajaan madani cuba lagi sekali tapi keadah penyasaran dibuat menggunakan data pengkalan data utama padu yang lagi menyeluruh amp tepat,38
2023-10-02 09:01:26+00:00,@thegagapboi Memang tak integrated sebab tu Rafizi buat initiative Pengkalan Data Utama (PADU). From that patutnya boleh je identify ikut keperluan.,Selangor,2,memang tak integrated sebab tu rafizi buat initiative pengkalan data utama padu from that patutnya boleh je identify ikut keperluan,20
2023-11-02 06:38:20+00:00,Keputusan pertama yang dibuat pada pendtadbiran ini dalam hal subsidi bersasar adalah untuk membangunkan Pangkalan Data Utama (PADU) sebagai sumber rujukan berpusat dan menumpukan kumpulan sasar yang benar-benar layak. PADU yang dijadualkan akan dilancarkan pada bulan Januari https://t.co/hcXU91TvtC,Selangor,1,keputusan pertama yang dibuat pada pendtadbiran ini dalam hal subsidi bersasar adalah untuk membangunkan pangkalan data utama padu sebagai sumber rujukan berpusat dan menumpukan kumpulan sasar yang benarbenar layak padu yang dijadualkan akan dilancarkan pada bulan januari,37
2024-01-19 11:51:40+00:00,Kerajaan dijangka putuskan mekanisme subsidi bersasar minggu depan - @rafiziramli #PADU #subsidibersasar https://t.co/2ziGIWzGIM,Selangor,1,kerajaan dijangka putuskan mekanisme subsidi bersasar minggu depan padu subsidibersasar,10
2024-01-02 10:54:35+00:00,2 Januari 2023 (Selasa) - YBrs. Tuan Amran bin Abd Kadir Timbalan Ketua Pegawai Eksekutif SKM menghadiri bagi pihak SKM di Majlis Peluncuran PADU (Pengkalan Data Utama Negara) yang telah dirasmikan oleh YAB Datuk Seri Anwar bin Ibrahim Perdana Menteri Malaysia di PICC https://t.co/ik7fxGsZbv,Selangor,2,2 januari 2023 selasa ybrs tuan amran bin abd kadir timbalan ketua pegawai eksekutif skm menghadiri bagi pihak skm di majlis peluncuran padu pengkalan data utama negara yang telah dirasmikan oleh yab datuk seri anwar bin ibrahim perdana menteri malaysia di picc,42
2024-01-30 08:31:52+00:00,KAUNTER PADU BANTU WARGA AADK MENDAFTAR Warga Agensi Antidadah Kebangsaan (AADK) hari ini berpeluang mendaftar dan mengemaskini maklumat dalam sistem Pengkalan Data Utama (PADU) yang dibuka di lobi utama Ibu Pejabat AADK pada Selasa. https://t.co/WMtaxMzz5M,Selangor,1,kaunter padu bantu warga aadk mendaftar warga agensi antidadah kebangsaan aadk hari ini berpeluang mendaftar dan mengemaskini maklumat dalam sistem pengkalan data utama padu yang dibuka di lobi utama ibu pejabat aadk pada selasa,34
2024-04-06 13:55:01+00:00,𝑵𝑬𝑾𝑺𝑳𝑬𝑻𝑻𝑬𝑹 𝑷𝑨𝑫𝑼 𝑺𝑰𝑹𝑰 1 : 𝑷𝒆𝒏𝒖𝒃𝒖𝒉𝒂𝒏 𝑷𝒂𝒔𝒖𝒌𝒂𝒏 𝑷𝑨𝑫𝑼 𝒅𝒂𝒏 𝑺𝒕𝒓𝒂𝒕𝒆𝒈𝒊 𝑷𝒆𝒍𝒂𝒌𝒔𝒂𝒏𝒂𝒂𝒏 𝑷𝑨𝑫𝑼 Salam semua. Dah 6 hari sejak PADU berakhir pasti ramai yang rindu nak tengok posting berkaitan #PADU. Dikongsikan Newsletter Siri 1 https://t.co/v032LYCcI7,Negeri Sembilan,1,1 salam semua dah 6 hari sejak padu berakhir pasti ramai yang rindu nak tengok posting berkaitan padu dikongsikan newsletter siri 1,22
2024-03-25 13:12:11+00:00,@rafiziramli YB saya nk tanya ttg aduan yg dibuat ke unit pengkalan data utama ni tidak akan dibalas ker? Dah seminggu lebih saya buat aduan namun tiada sebarang respon atau maklumbalas,Selangor,0,yb saya nk tanya ttg aduan yg dibuat ke unit pengkalan data utama ni tidak akan dibalas ker dah seminggu lebih saya buat aduan namun tiada sebarang respon atau maklumbalas,30
2024-05-28 23:27:28+00:00,@NaratifRakyat @rafiziramli kenapa x dtambah dalam PADU...kata data pengkalan utama...centralized ajela situ..tambah ruang..org update situ aje..nama pn sistem..,Johor,2,kenapa x dtambah dalam padukata data pengkalan utamacentralized ajela situtambah ruangorg update situ ajenama pn sistem,16
2024-05-15 23:47:27+00:00,Data sistem PADU telah sedia dilaksanakan bila-bila masa sahaja untuk program rakyat termasuk subsidi bersasar. Menteri Ekonomi Rafizi Ramli bagaimanapun berkata sebarang keputusan akan diputuskan kerajaan pada masa yang sesuai bagi elakkan spekulasi. #PADU #AstroRadioNews https://t.co/sGOsWzxTPw,Selangor,1,data sistem padu telah sedia dilaksanakan bilabila masa sahaja untuk program rakyat termasuk subsidi bersasar menteri ekonomi rafizi ramli bagaimanapun berkata sebarang keputusan akan diputuskan kerajaan pada masa yang sesuai bagi elakkan spekulasi padu astroradionews,35
2024-03-31 12:14:55+00:00,Kalau mak dapat duit anak beri itu kira pendapatan la kan? #Padu @paduofficial_,Selangor,1,kalau mak dapat duit anak beri itu kira pendapatan la kan padu,12
2024-06-06 22:52:14+00:00,@imokman PADU = Pengkalan Data Utama Tak paham bahasa melayu rupanya,Selangor,1,padu pengkalan data utama tak paham bahasa melayu rupanya,9
2024-04-01 00:50:40+00:00,#PADU ni kan kalau kita sembang jenis architecture yang ideal 100% API-based (atau sembang babi terbang ) dengan mengambil kira sistem-sistem gomen yang rasa ada yang legasi dan proses IT gomen yang saya rasa perlukan banyak pembaharuan 2-3 tahun baru go-live kot.,Selangor,0,padu ni kan kalau kita sembang jenis architecture yang ideal 100 apibased atau sembang babi terbang dengan mengambil kira sistemsistem gomen yang rasa ada yang legasi dan proses it gomen yang saya rasa perlukan banyak pembaharuan 23 tahun baru golive kot,41
2024-01-24 01:38:22+00:00,Ada yang masih belum isi ke? #PADU https://t.co/EEhsPDJKJ9,Kelantan,1,ada yang masih belum isi ke padu,7
